id,config,configLastChangedAt,status,statusLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,initialized,initializedLastChangedAt,endedReason,endedReasonLastChangedAt
01HWB9SVREZ53JJBCFE6H2KTE8,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":2}]}}",2024-04-25T18:55:34.67023323Z,terminated,2024-04-25T19:09:48.102703847Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-25T18:55:34.67023323Z,true,2024-04-25T18:55:34.694241625Z,,
01HWB9TEPHKXBYR99HYETYEF7N,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-25T18:55:54.065364026Z,created,2024-04-25T18:55:54.065364026Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-25T18:55:54.065364026Z,true,2024-04-25T18:55:54.080220378Z,,
01HWB9WJE1Y0T7NB7H90YZP8C0,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-25T18:57:03.425914162Z,terminated,2024-04-25T19:09:58.997750724Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-25T18:57:03.425914162Z,true,2024-04-25T18:57:03.437458317Z,,
01HWB9X77BHAF0PXNWMS2FET0R,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-25T18:57:24.715873938Z,ended,2024-04-25T19:31:38.572647566Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-25T18:57:24.715873938Z,true,2024-04-25T18:57:24.725248771Z,all games finished,2024-04-25T19:31:38.572647566Z
01HWBAKZFVH8HRRC3K5Q1F6FV2,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-25T19:09:50.460017417Z,terminated,2024-04-25T19:18:21.292160703Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-25T19:09:50.460017417Z,true,2024-04-25T19:09:50.468717742Z,,
01HWBAVBVDNTD4Y2TYMH8R0C04,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-25T19:13:52.493572464Z,ended,2024-04-25T19:31:29.735868826Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-25T19:13:52.493572464Z,true,2024-04-25T19:13:52.50637481Z,all games finished,2024-04-25T19:31:29.735868826Z
01HWBB57EGDNMN6EC7YYZSSCQC,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-25T19:19:15.664649295Z,ended,2024-04-25T19:37:34.437094866Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-25T19:19:15.664649295Z,true,2024-04-25T19:19:15.677181563Z,all games finished,2024-04-25T19:37:34.437094866Z
01HWBBDTQR13PDZE5MX04YB18Q,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-25T19:23:57.560801146Z,terminated,2024-04-25T19:29:01.747797186Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-25T19:23:57.560801146Z,true,2024-04-25T19:23:57.578652769Z,,
01HWBBPTKT9140KWHNR9JTNRW5,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-25T19:28:52.346249359Z,created,2024-04-25T19:28:52.346249359Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-25T19:28:52.346249359Z,true,2024-04-25T19:28:52.358372093Z,,
